,Shell,,BP,,Petróleo Brasileiro S.A. - Petrobras,
Competitor,Date, Adj Close ,Date,Adj Close,Date,Adj Close
Exxon,3/18/2016, $78.26 ,,,,
Exxon,3/21/2016, $77.72 ,,,,
Exxon,3/22/2016, $78.18 ,,,,
Exxon,3/23/2016, $77.84 ,,,,
Exxon,3/24/2016, $78.05 ,,,,
Exxon,3/28/2016, $78.27 ,,,,
Exxon,3/29/2016, $78.56 ,,,,
Exxon,3/30/2016, $78.55 ,,,,
Exxon,3/31/2016, $77.69 ,,,,
Exxon,4/1/2016, $77.10 ,,,,
Exxon,4/4/2016, $77.29 ,,,,
Exxon,4/5/2016, $76.41 ,,,,
Exxon,4/6/2016, $77.43 ,,,,
Exxon,4/7/2016, $76.56 ,,,,
Exxon,4/8/2016, $77.34 ,,,,
Exxon,4/11/2016, $77.44 ,,,,
Exxon,4/12/2016, $78.40 ,,,,
Exxon,4/13/2016, $78.84 ,,,,
Exxon,4/14/2016, $79.40 ,,,,
Exxon,4/15/2016, $78.97 ,,,,
Exxon,4/18/2016, $79.72 ,,,,
Exxon,4/19/2016, $80.12 ,,,,
Exxon,4/20/2016, $80.67 ,,,,
Exxon,4/21/2016, $80.66 ,,,,
Exxon,4/22/2016, $81.35 ,,,,
Exxon,4/25/2016, $81.16 ,,,,
Exxon,4/26/2016, $81.44 ,,,,
Exxon,4/27/2016, $82.22 ,,,,
Exxon,4/28/2016, $81.82 ,,,,
Exxon,4/29/2016, $82.16 ,,,,
Exxon,5/2/2016, $82.84 ,,,,
Exxon,5/3/2016, $81.89 ,,,,
Exxon,5/4/2016, $81.73 ,,,,
Exxon,5/5/2016, $81.82 ,,,,
Exxon,5/6/2016, $82.26 ,,,,
Exxon,5/9/2016, $82.32 ,,,,
Exxon,5/10/2016, $83.64 ,,,,
Exxon,5/11/2016, $83.23 ,,,,
Exxon,5/12/2016, $84.04 ,,,,
Exxon,5/13/2016, $83.09 ,,,,
Exxon,5/16/2016, $83.95 ,,,,
Exxon,5/17/2016, $83.91 ,,,,
Exxon,5/18/2016, $83.74 ,,,,
Exxon,5/19/2016, $84.45 ,,,,
Exxon,5/20/2016, $84.11 ,,,,
Exxon,5/23/2016, $83.97 ,,,,
Exxon,5/24/2016, $84.04 ,,,,
Exxon,5/25/2016, $84.59 ,,,,
Exxon,5/26/2016, $84.16 ,,,,
Exxon,5/27/2016, $84.36 ,,,,
Exxon,5/31/2016, $83.43 ,,,,
Exxon,6/1/2016, $83.64 ,,,,
Exxon,6/2/2016, $82.97 ,,,,
Exxon,6/3/2016, $82.82 ,,,,
Exxon,6/6/2016, $83.73 ,,,,
Exxon,6/7/2016, $85.01 ,,,,
Exxon,6/8/2016, $85.09 ,,,,
Exxon,6/9/2016, $84.98 ,,,,
Exxon,6/10/2016, $84.33 ,,,,
Exxon,6/13/2016, $84.90 ,,,,
Exxon,6/14/2016, $84.75 ,,,,
Exxon,6/15/2016, $84.50 ,,,,
Exxon,6/16/2016, $85.49 ,,,,
Exxon,6/17/2016, $85.02 ,,,,
Exxon,6/20/2016, $85.40 ,,,,
Exxon,6/21/2016, $85.78 ,,,,
Exxon,6/22/2016, $85.45 ,,,,
Exxon,6/23/2016, $86.04 ,,,,
Exxon,6/24/2016, $83.78 ,,,,
Exxon,6/27/2016, $83.28 ,,,,
Exxon,6/28/2016, $85.20 ,,,,
Exxon,6/29/2016, $86.66 ,,,,
Exxon,6/30/2016, $87.85 ,,,,
Exxon,7/1/2016, $87.95 ,,,,
Exxon,7/5/2016, $87.18 ,,,,
Exxon,7/6/2016, $88.18 ,,,,
Exxon,7/7/2016, $87.12 ,,,,
Exxon,7/8/2016, $87.67 ,,,,
Exxon,7/11/2016, $88.00 ,,,,
Exxon,7/12/2016, $88.99 ,,,,
Exxon,7/13/2016, $88.92 ,,,,
Exxon,7/14/2016, $88.99 ,,,,
Exxon,7/15/2016, $89.15 ,,,,
Exxon,7/18/2016, $88.87 ,,,,
Exxon,7/19/2016, $88.54 ,,,,
Exxon,7/20/2016, $88.03 ,,,,
Exxon,7/21/2016, $87.96 ,,,,
Exxon,7/22/2016, $88.11 ,,,,
Exxon,7/25/2016, $86.41 ,,,,
Exxon,7/26/2016, $85.78 ,,,,
Exxon,7/27/2016, $85.20 ,,,,
Exxon,7/28/2016, $84.54 ,,,,
Exxon,7/29/2016, $83.37 ,,,,
Exxon,8/1/2016, $80.47 ,,,,
Exxon,8/2/2016, $81.58 ,,,,
Exxon,8/3/2016, $82.00 ,,,,
Exxon,8/4/2016, $81.99 ,,,,
Exxon,8/5/2016, $82.06 ,,,,
Exxon,8/8/2016, $83.03 ,,,,
Exxon,8/9/2016, $83.13 ,,,,
Exxon,8/10/2016, $81.68 ,,,,
Exxon,8/11/2016, $81.97 ,,,,
Exxon,8/12/2016, $83.04 ,,,,
Exxon,8/15/2016, $83.00 ,,,,
Exxon,8/16/2016, $83.10 ,,,,
Exxon,8/17/2016, $83.28 ,,,,
Exxon,8/18/2016, $84.04 ,,,,
Exxon,8/19/2016, $82.99 ,,,,
Exxon,8/22/2016, $83.17 ,,,,
Exxon,8/23/2016, $82.91 ,,,,
Exxon,8/24/2016, $83.20 ,,,,
Exxon,8/25/2016, $82.67 ,,,,
Exxon,8/26/2016, $82.49 ,,,,
Exxon,8/29/2016, $83.03 ,,,,
Exxon,8/30/2016, $82.72 ,,,,
Exxon,8/31/2016, $82.37 ,,,,
Exxon,9/1/2016, $82.08 ,,,,
Exxon,9/2/2016, $82.63 ,,,,
Exxon,9/6/2016, $83.72 ,,,,
Exxon,9/7/2016, $83.41 ,,,,
Exxon,9/8/2016, $84.17 ,,,,
Exxon,9/9/2016, $82.08 ,,,,
Exxon,9/12/2016, $82.51 ,,,,
Exxon,9/13/2016, $80.54 ,,,,
Exxon,9/14/2016, $79.96 ,,,,
Exxon,9/15/2016, $80.42 ,,,,
Exxon,9/16/2016, $79.43 ,,,,
Exxon,9/19/2016, $79.24 ,,,,
Exxon,9/20/2016, $78.02 ,,,,
Exxon,9/21/2016, $78.74 ,,,,
Exxon,9/22/2016, $78.96 ,,,,
Exxon,9/23/2016, $78.88 ,,,,
Exxon,9/26/2016, $78.51 ,,,,
Exxon,9/27/2016, $78.68 ,,,,
Exxon,9/28/2016, $82.14 ,,,,
Exxon,9/29/2016, $81.72 ,,,,
Exxon,9/30/2016, $82.50 ,,,,
Exxon,10/3/2016, $82.28 ,,,,
Exxon,10/4/2016, $81.52 ,,,,
Exxon,10/5/2016, $82.23 ,,,,
Exxon,10/6/2016, $82.27 ,,,,
Exxon,10/7/2016, $81.99 ,,,,
Exxon,10/10/2016, $83.59 ,,,,
Exxon,10/11/2016, $82.93 ,,,,
Exxon,10/12/2016, $82.36 ,,,,
Exxon,10/13/2016, $81.82 ,,,,
Exxon,10/14/2016, $81.80 ,,,,
Exxon,10/17/2016, $81.80 ,,,,
Exxon,10/18/2016, $82.02 ,,,,
Exxon,10/19/2016, $82.39 ,,,,
Exxon,10/20/2016, $82.43 ,,,,
Exxon,10/21/2016, $81.87 ,,,,
Exxon,10/24/2016, $82.15 ,,,,
Exxon,10/25/2016, $81.97 ,,,,
Exxon,10/26/2016, $82.32 ,,,,
Exxon,10/27/2016, $82.16 ,,,,
Exxon,10/28/2016, $80.13 ,,,,
Exxon,10/31/2016, $78.75 ,,,,
Exxon,11/1/2016, $79.07 ,,,,
Exxon,11/2/2016, $78.88 ,,,,
Exxon,11/3/2016, $79.08 ,,,,
Exxon,11/4/2016, $78.99 ,,,,
Exxon,11/7/2016, $80.77 ,,,,
Exxon,11/8/2016, $81.35 ,,,,
Exxon,11/9/2016, $82.25 ,,,,
Exxon,11/10/2016, $83.01 ,,,,
Exxon,11/11/2016, $81.69 ,,,,
Exxon,11/14/2016, $81.32 ,,,,
Exxon,11/15/2016, $82.79 ,,,,
Exxon,11/16/2016, $81.77 ,,,,
Exxon,11/17/2016, $81.27 ,,,,
Exxon,11/18/2016, $81.32 ,,,,
Exxon,11/21/2016, $82.47 ,,,,
Exxon,11/22/2016, $82.66 ,,,,
Exxon,11/23/2016, $82.89 ,,,,
Exxon,11/25/2016, $83.08 ,,,,
Exxon,11/28/2016, $82.46 ,,,,
Exxon,11/29/2016, $81.91 ,,,,
Exxon,11/30/2016, $83.25 ,,,,
Exxon,12/1/2016, $83.19 ,,,,
Exxon,12/2/2016, $83.00 ,,,,
Exxon,12/5/2016, $83.42 ,,,,
Exxon,12/6/2016, $83.50 ,,,,
Exxon,12/7/2016, $83.98 ,,,,
Exxon,12/8/2016, $84.22 ,,,,
Exxon,12/9/2016, $84.87 ,,,,
Exxon,12/12/2016, $86.76 ,,,,
Exxon,12/13/2016, $88.28 ,,,,
Exxon,12/14/2016, $86.38 ,,,,
Exxon,12/15/2016, $86.67 ,,,,
Exxon,12/16/2016, $86.95 ,,,,
Exxon,12/19/2016, $86.22 ,,,,
Exxon,12/20/2016, $86.23 ,,,,
Exxon,12/21/2016, $86.09 ,,,,
Exxon,12/22/2016, $86.65 ,,,,
Exxon,12/23/2016, $86.50 ,,,,
Exxon,12/27/2016, $86.54 ,,,,
Exxon,12/28/2016, $86.11 ,,,,
Exxon,12/29/2016, $86.16 ,,,,
Exxon,12/30/2016, $86.07 ,,,,
Exxon,1/3/2017, $86.67 ,,,,
Exxon,1/4/2017, $85.72 ,,,,
Exxon,1/5/2017, $84.44 ,,,,
Exxon,1/6/2017, $84.39 ,,,,
Exxon,1/9/2017, $83.00 ,,,,
Exxon,1/10/2017, $81.94 ,,,,
Exxon,1/11/2017, $82.78 ,,,,
Exxon,1/12/2017, $82.33 ,,,,
Exxon,1/13/2017, $82.34 ,,,,
Exxon,1/17/2017, $83.30 ,,,,
Exxon,1/18/2017, $82.27 ,,,,
Exxon,1/19/2017, $80.80 ,,,,
Exxon,1/20/2017, $81.90 ,,,,
Exxon,1/23/2017, $81.03 ,,,,
Exxon,1/24/2017, $81.14 ,,,,
Exxon,1/25/2017, $81.38 ,,,,
Exxon,1/26/2017, $81.63 ,,,,
Exxon,1/27/2017, $81.54 ,,,,
Exxon,1/30/2017, $80.92 ,,,,
Exxon,1/31/2017, $80.00 ,,,,
Exxon,2/1/2017, $79.09 ,,,,
Exxon,2/2/2017, $79.58 ,,,,
Exxon,2/3/2017, $79.66 ,,,,
Exxon,2/6/2017, $79.44 ,,,,
Exxon,2/7/2017, $78.93 ,,,,
Exxon,2/8/2017, $78.41 ,,,,
Exxon,2/9/2017, $78.75 ,,,,
Exxon,2/10/2017, $79.41 ,,,,
Exxon,2/13/2017, $79.87 ,,,,
Exxon,2/14/2017, $79.70 ,,,,
Exxon,2/15/2017, $80.02 ,,,,
Exxon,2/16/2017, $79.20 ,,,,
Exxon,2/17/2017, $78.68 ,,,,
Exxon,2/21/2017, $78.80 ,,,,
Exxon,2/22/2017, $77.88 ,,,,
Exxon,2/23/2017, $78.70 ,,,,
Exxon,2/24/2017, $78.02 ,,,,
Exxon,2/27/2017, $78.47 ,,,,
Exxon,2/28/2017, $78.25 ,,,,
Exxon,3/1/2017, $79.89 ,,,,
Exxon,3/2/2017, $80.16 ,,,,
Exxon,3/3/2017, $79.35 ,,,,
Exxon,3/6/2017, $79.71 ,,,,
Exxon,3/7/2017, $79.41 ,,,,
Exxon,3/8/2017, $77.98 ,,,,
Exxon,3/9/2017, $78.59 ,,,,
Exxon,3/10/2017, $78.53 ,,,,
Exxon,3/13/2017, $78.35 ,,,,
Exxon,3/14/2017, $77.94 ,,,,
Exxon,3/15/2017, $78.91 ,,,,
Exxon,3/16/2017, $78.98 ,,,,
Exxon,3/17/2017, $78.91 ,,,,
Exxon,3/20/2017, $78.91 ,,,,
Exxon,3/21/2017, $78.74 ,,,,
Exxon,3/22/2017, $78.68 ,,,,
Exxon,3/23/2017, $78.77 ,,,,
Exxon,3/24/2017, $78.17 ,,,,
Exxon,3/27/2017, $78.19 ,,,,
Exxon,3/28/2017, $78.75 ,,,,
Exxon,3/29/2017, $78.93 ,,,,
Exxon,3/30/2017, $80.54 ,,,,
Exxon,3/31/2017, $78.92 ,,,,
Exxon,4/3/2017, $78.98 ,,,,
Exxon,4/4/2017, $79.26 ,,,,
Exxon,4/5/2017, $79.42 ,,,,
Exxon,4/6/2017, $79.88 ,,,,
Exxon,4/7/2017, $79.64 ,,,,
Exxon,4/10/2017, $80.00 ,,,,
Exxon,4/11/2017, $79.72 ,,,,
Exxon,4/12/2017, $79.84 ,,,,
Exxon,4/13/2017, $78.61 ,,,,
Exxon,4/17/2017, $78.50 ,,,,
Exxon,4/18/2017, $77.99 ,,,,
Exxon,4/19/2017, $77.46 ,,,,
Exxon,4/20/2017, $77.96 ,,,,
Exxon,4/21/2017, $77.65 ,,,,
Exxon,4/24/2017, $78.05 ,,,,
Exxon,4/25/2017, $78.65 ,,,,
Exxon,4/26/2017, $78.33 ,,,,
Exxon,4/27/2017, $78.20 ,,,,
Exxon,4/28/2017, $78.57 ,,,,
Exxon,5/1/2017, $78.97 ,,,,
Exxon,5/2/2017, $78.96 ,,,,
Exxon,5/3/2017, $79.58 ,,,,
Exxon,5/4/2017, $78.56 ,,,,
Exxon,5/5/2017, $78.93 ,,,,
Exxon,5/8/2017, $79.76 ,,,,
Exxon,5/9/2017, $79.21 ,,,,
Exxon,5/10/2017, $79.57 ,,,,
Exxon,5/11/2017, $80.25 ,,,,
Exxon,5/12/2017, $80.19 ,,,,
Exxon,5/15/2017, $80.43 ,,,,
Exxon,5/16/2017, $80.19 ,,,,
Exxon,5/17/2017, $79.64 ,,,,
Exxon,5/18/2017, $79.41 ,,,,
Exxon,5/19/2017, $79.59 ,,,,
Exxon,5/22/2017, $79.94 ,,,,
Exxon,5/23/2017, $80.22 ,,,,
Exxon,5/24/2017, $79.94 ,,,,
Exxon,5/25/2017, $79.41 ,,,,
Exxon,5/26/2017, $79.22 ,,,,
Exxon,5/30/2017, $78.78 ,,,,
Exxon,5/31/2017, $78.20 ,,,,
Exxon,6/1/2017, $78.39 ,,,,
Exxon,6/2/2017, $77.23 ,,,,
Exxon,6/5/2017, $77.83 ,,,,
Exxon,6/6/2017, $78.89 ,,,,
Exxon,6/7/2017, $78.59 ,,,,
Exxon,6/8/2017, $78.31 ,,,,
Exxon,6/9/2017, $79.78 ,,,,
Exxon,6/12/2017, $80.56 ,,,,
Exxon,6/13/2017, $80.59 ,,,,
Exxon,6/14/2017, $79.72 ,,,,
Exxon,6/15/2017, $79.91 ,,,,
Exxon,6/16/2017, $81.10 ,,,,
Exxon,6/19/2017, $80.39 ,,,,
Exxon,6/20/2017, $79.95 ,,,,
Exxon,6/21/2017, $79.11 ,,,,
Exxon,6/22/2017, $78.76 ,,,,
Exxon,6/23/2017, $79.27 ,,,,
Exxon,6/26/2017, $78.92 ,,,,
Exxon,6/27/2017, $78.79 ,,,,
Exxon,6/28/2017, $79.20 ,,,,
Exxon,6/29/2017, $78.39 ,,,,
Exxon,6/30/2017, $78.42 ,,,,
Exxon,7/3/2017, $79.75 ,,,,
Exxon,7/5/2017, $78.54 ,,,,
Exxon,7/6/2017, $77.83 ,,,,
Exxon,7/7/2017, $77.92 ,,,,
Exxon,7/10/2017, $77.87 ,,,,
Exxon,7/11/2017, $78.29 ,,,,
Exxon,7/12/2017, $78.64 ,,,,
Exxon,7/13/2017, $78.65 ,,,,
Exxon,7/14/2017, $78.95 ,,,,
Exxon,7/17/2017, $78.55 ,,,,
Exxon,7/18/2017, $78.29 ,,,,
Exxon,7/19/2017, $78.54 ,,,,
Exxon,7/20/2017, $78.55 ,,,,
Exxon,7/21/2017, $77.83 ,,,,
Exxon,7/24/2017, $77.58 ,,,,
Exxon,7/25/2017, $77.97 ,,,,
Exxon,7/26/2017, $78.07 ,,,,
Exxon,7/27/2017, $78.52 ,,,,
Exxon,7/28/2017, $77.32 ,,,,
Exxon,7/31/2017, $77.75 ,,,,
Exxon,8/1/2017, $77.88 ,,,,
Exxon,8/2/2017, $78.29 ,,,,
Exxon,8/3/2017, $78.19 ,,,,
Exxon,8/4/2017, $77.91 ,,,,
Exxon,8/7/2017, $77.87 ,,,,
Exxon,8/8/2017, $77.67 ,,,,
Exxon,8/9/2017, $77.91 ,,,,
Exxon,8/10/2017, $77.45 ,,,,
Exxon,8/11/2017, $76.71 ,,,,
Exxon,8/14/2017, $76.73 ,,,,
Exxon,8/15/2017, $76.54 ,,,,
Exxon,8/16/2017, $75.98 ,,,,
Exxon,8/17/2017, $74.80 ,,,,
Exxon,8/18/2017, $75.17 ,,,,
Exxon,8/21/2017, $74.91 ,,,,
Exxon,8/22/2017, $75.27 ,,,,
Exxon,8/23/2017, $75.14 ,,,,
Exxon,8/24/2017, $74.86 ,,,,
Exxon,8/25/2017, $75.25 ,,,,
Exxon,8/28/2017, $75.00 ,,,,
Exxon,8/29/2017, $74.98 ,,,,
Exxon,8/30/2017, $74.64 ,,,,
Exxon,8/31/2017, $74.86 ,,,,
Exxon,9/1/2017, $75.10 ,,,,
Exxon,9/5/2017, $75.70 ,,,,
Exxon,9/6/2017, $77.27 ,,,,
Exxon,9/7/2017, $77.51 ,,,,
Exxon,9/8/2017, $77.31 ,,,,
Exxon,9/11/2017, $77.73 ,,,,
Exxon,9/12/2017, $77.97 ,,,,
Exxon,9/13/2017, $78.24 ,,,,
Exxon,9/14/2017, $78.55 ,,,,
Exxon,9/15/2017, $78.53 ,,,,
Exxon,9/18/2017, $78.55 ,,,,
Exxon,9/19/2017, $78.68 ,,,,
Exxon,9/20/2017, $79.00 ,,,,
Exxon,9/21/2017, $78.36 ,,,,
Exxon,9/22/2017, $78.39 ,,,,
Exxon,9/25/2017, $79.43 ,,,,
Exxon,9/26/2017, $79.34 ,,,,
Exxon,9/27/2017, $79.87 ,,,,
Exxon,9/28/2017, $80.61 ,,,,
Exxon,9/29/2017, $80.41 ,,,,
